university_slug,programme_official_title,level,discipline,duration,campus,delivery_mode,intl_status,intl_evidence_url,official_source_url,other_sources,already_on_site,existing_offering_slug,canonical_course_match,notes
vellore-institute-of-technology,B.Tech - Electronics and Computer Engineering,UG,electronics-communication-engineering,4 years,Vellore,on_campus,open_to_international,https://vit.ac.in/admissions/international/overview/,https://vit.ac.in/engineering-programmes-vellore-campus,,no,,GAP:b-tech-electronics-and-computer-engineering,Confirmed on VIT official programme page for Vellore campus (https://vit.ac.in/engineering-programmes-vellore-campus). Admission via VITEEE/VITMEE/VITBEE/VITLEE/B.Des-B.Arch route; NRI/Foreign application route runs alongside domestic counselling.
vellore-institute-of-technology,B.Tech - Electronics and Communication Engineering,UG,electronics-communication-engineering,4 years,Vellore,on_campus,open_to_international,https://vit.ac.in/admissions/international/overview/,https://vit.ac.in/engineering-programmes-vellore-campus,,yes,vit-vellore-btech-electronics-communication-engineering,be-btech-electronics-communication-engineering,Confirmed on VIT official programme page for Vellore campus (https://vit.ac.in/engineering-programmes-vellore-campus). Admission via VITEEE/VITMEE/VITBEE/VITLEE/B.Des-B.Arch route; NRI/Foreign application route runs alongside domestic counselling.
vellore-institute-of-technology,B.Tech - Electronics and Instrumentation Engineering,UG,electronics-communication-engineering,4 years,Vellore,on_campus,open_to_international,https://vit.ac.in/admissions/international/overview/,https://vit.ac.in/engineering-programmes-vellore-campus,,no,,GAP:b-tech-electronics-and-instrumentation-engineering,Confirmed on VIT official programme page for Vellore campus (https://vit.ac.in/engineering-programmes-vellore-campus). Admission via VITEEE/VITMEE/VITBEE/VITLEE/B.Des-B.Arch route; NRI/Foreign application route runs alongside domestic counselling.
vellore-institute-of-technology,B.Tech - Electronics Engineering (VLSI Design and Technology),UG,electronics-communication-engineering,4 years,Vellore,on_campus,open_to_international,https://vit.ac.in/admissions/international/overview/,https://vit.ac.in/engineering-programmes-vellore-campus,,no,,GAP:b-tech-electronics-engineering-vlsi-design-and-technology,Confirmed on VIT official programme page for Vellore campus (https://vit.ac.in/engineering-programmes-vellore-campus). Admission via VITEEE/VITMEE/VITBEE/VITLEE/B.Des-B.Arch route; NRI/Foreign application route runs alongside domestic counselling.
vellore-institute-of-technology,B.Tech - Health Sciences and Technology,UG,biotechnology,4 years,Vellore,on_campus,open_to_international,https://vit.ac.in/admissions/international/overview/,https://vit.ac.in/engineering-programmes-vellore-campus,,no,,GAP:b-tech-health-sciences-and-technology,Confirmed on VIT official programme page for Vellore campus (https://vit.ac.in/engineering-programmes-vellore-campus). Admission via VITEEE/VITMEE/VITBEE/VITLEE/B.Des-B.Arch route; NRI/Foreign application route runs alongside domestic counselling.
vellore-institute-of-technology,B.Tech - Information Technology,UG,computer-science-engineering,4 years,Vellore,on_campus,open_to_international,https://vit.ac.in/admissions/international/overview/,https://vit.ac.in/engineering-programmes-vellore-campus,,no,,GAP:b-tech-information-technology,Confirmed on VIT official programme page for Vellore campus (https://vit.ac.in/engineering-programmes-vellore-campus). Admission via VITEEE/VITMEE/VITBEE/VITLEE/B.Des-B.Arch route; NRI/Foreign application route runs alongside domestic counselling.
vellore-institute-of-technology,B.Tech - Mechanical Engineering,UG,mechanical-engineering,4 years,Vellore,on_campus,open_to_international,https://vit.ac.in/admissions/international/overview/,https://vit.ac.in/engineering-programmes-vellore-campus,,yes,vit-vellore-btech-mechanical-engineering,be-btech-mechanical-engineering,Confirmed on VIT official programme page for Vellore campus (https://vit.ac.in/engineering-programmes-vellore-campus). Admission via VITEEE/VITMEE/VITBEE/VITLEE/B.Des-B.Arch route; NRI/Foreign application route runs alongside domestic counselling.
vellore-institute-of-technology,B.Des Industrial Design,UG,design,4 years,Vellore,on_campus,open_to_international,https://vit.ac.in/admissions/international/overview/,https://vit.ac.in/all-courses/ug/bdes-industrial-design,,no,,bdes,Confirmed on VIT official programme page for Vellore campus (https://vit.ac.in/all-courses/ug/bdes-industrial-design). Admission via VITEEE/VITMEE/VITBEE/VITLEE/B.Des-B.Arch route; NRI/Foreign application route runs alongside domestic counselling.
vellore-institute-of-technology,B.Arch,UG,architecture,5 years,Vellore,on_campus,open_to_international,https://vit.ac.in/admissions/international/overview/,https://vit.ac.in/all-courses/ug/b.arch,,no,,barch,Confirmed on VIT official programme page for Vellore campus (https://vit.ac.in/all-courses/ug/b.arch). Admission via VITEEE/VITMEE/VITBEE/VITLEE/B.Des-B.Arch route; NRI/Foreign application route runs alongside domestic counselling.
vellore-institute-of-technology,B.Sc. Computer Science,UG,computer-science,3 years,Vellore,on_campus,open_to_international,https://vit.ac.in/admissions/international/overview/,https://vit.ac.in/all-courses/ug/bsc-computer-science-and-bca,,no,,msc-computer-science,Confirmed on VIT official programme page for Vellore campus (https://vit.ac.in/all-courses/ug/bsc-computer-science-and-bca). Admission via VITEEE/VITMEE/VITBEE/VITLEE/B.Des-B.Arch route; NRI/Foreign application route runs alongside domestic counselling.
vellore-institute-of-technology,BCA (Bachelor of Computer Applications),UG,computer-science,3 years,Vellore,on_campus,open_to_international,https://vit.ac.in/admissions/international/overview/,https://vit.ac.in/all-courses/ug/bsc-computer-science-and-bca,,no,,GAP:bca-bachelor-of-computer-applications,Confirmed on VIT official programme page for Vellore campus (https://vit.ac.in/all-courses/ug/bsc-computer-science-and-bca). Admission via VITEEE/VITMEE/VITBEE/VITLEE/B.Des-B.Arch route; NRI/Foreign application route runs alongside domestic counselling.
vellore-institute-of-technology,B.Com. (Bachelor of Commerce),UG,commerce,3 years,Vellore,on_campus,open_to_international,https://vit.ac.in/admissions/international/overview/,https://vit.ac.in/all-courses/ug/bachelor-commerce-bcom-and-bachelor-business-administration-bba,,yes,vit-vellore-bcom,bcom,Confirmed on VIT official programme page for Vellore campus (https://vit.ac.in/all-courses/ug/bachelor-commerce-bcom-and-bachelor-business-administration-bba). Admission via VITEEE/VITMEE/VITBEE/VITLEE/B.Des-B.Arch route; NRI/Foreign application route runs alongside domestic counselling.
vellore-institute-of-technology,B.Com. - Business Process Services,UG,commerce,3 years,Vellore,on_campus,open_to_international,https://vit.ac.in/admissions/international/overview/,https://vit.ac.in/all-courses/ug/bachelor-commerce-bcom-and-bachelor-business-administration-bba,,no,,bcom,Confirmed on VIT official programme page for Vellore campus (https://vit.ac.in/all-courses/ug/bachelor-commerce-bcom-and-bachelor-business-administration-bba). Admission via VITEEE/VITMEE/VITBEE/VITLEE/B.Des-B.Arch route; NRI/Foreign application route runs alongside domestic counselling.
vellore-institute-of-technology,B.Com. - Banking and Capital Markets,UG,commerce,3 years,Vellore,on_campus,open_to_international,https://vit.ac.in/admissions/international/overview/,https://vit.ac.in/all-courses/ug/bachelor-commerce-bcom-and-bachelor-business-administration-bba,,no,,bcom,Confirmed on VIT official programme page for Vellore campus (https://vit.ac.in/all-courses/ug/bachelor-commerce-bcom-and-bachelor-business-administration-bba). Admission via VITEEE/VITMEE/VITBEE/VITLEE/B.Des-B.Arch route; NRI/Foreign application route runs alongside domestic counselling.
vellore-institute-of-technology,B.Com. - Financial Technology,UG,commerce,3 years,Vellore,on_campus,open_to_international,https://vit.ac.in/admissions/international/overview/,https://vit.ac.in/all-courses/ug/bachelor-commerce-bcom-and-bachelor-business-administration-bba,,no,,bcom,Confirmed on VIT official programme page for Vellore campus (https://vit.ac.in/all-courses/ug/bachelor-commerce-bcom-and-bachelor-business-administration-bba). Admission via VITEEE/VITMEE/VITBEE/VITLEE/B.Des-B.Arch route; NRI/Foreign application route runs alongside domestic counselling.
vellore-institute-of-technology,BBA (Bachelor of Business Administration),UG,business-administration,3 years,Vellore,on_campus,open_to_international,https://vit.ac.in/admissions/international/overview/,https://vit.ac.in/all-courses/ug/bachelor-commerce-bcom-and-bachelor-business-administration-bba,,no,,GAP:bba-bachelor-of-business-administration,Confirmed on VIT official programme page for Vellore campus (https://vit.ac.in/all-courses/ug/bachelor-commerce-bcom-and-bachelor-business-administration-bba). Admission via VITEEE/VITMEE/VITBEE/VITLEE/B.Des-B.Arch route; NRI/Foreign application route runs alongside domestic counselling.
vellore-institute-of-technology,B.Sc. Multimedia and Animation,UG,animation-game-design,3 years,Vellore,on_campus,open_to_international,https://vit.ac.in/admissions/international/overview/,https://vit.ac.in/all-courses/ug/bsc-multimedia-and-animation-and-bsc-visual-communication,,no,,bachelor-animation-game-design,Confirmed on VIT official programme page for Vellore campus (https://vit.ac.in/all-courses/ug/bsc-multimedia-and-animation-and-bsc-visual-communication). Admission via VITEEE/VITMEE/VITBEE/VITLEE/B.Des-B.Arch route; NRI/Foreign application route runs alongside domestic counselling.
vellore-institute-of-technology,B.Sc. Visual Communication,UG,media-communication,3 years,Vellore,on_campus,open_to_international,https://vit.ac.in/admissions/international/overview/,https://vit.ac.in/all-courses/ug/bsc-multimedia-and-animation-and-bsc-visual-communication,,no,,GAP:b-sc-visual-communication,Confirmed on VIT official programme page for Vellore campus (https://vit.ac.in/all-courses/ug/bsc-multimedia-and-animation-and-bsc-visual-communication). Admission via VITEEE/VITMEE/VITBEE/VITLEE/B.Des-B.Arch route; NRI/Foreign application route runs alongside domestic counselling.
vellore-institute-of-technology,B.Sc. in Hospitality and Hotel Administration,UG,hospitality-management,3 years,Vellore,on_campus,open_to_international,https://vit.ac.in/admissions/international/overview/,https://vit.ac.in/all-courses/ug/bsc-hospitality-hotel-administration,,no,,bachelor-hospitality-management,Confirmed on VIT official programme page for Vellore campus (https://vit.ac.in/all-courses/ug/bsc-hospitality-hotel-administration). Admission via VITEEE/VITMEE/VITBEE/VITLEE/B.Des-B.Arch route; NRI/Foreign application route runs alongside domestic counselling.
vellore-institute-of-technology,B.Sc.(Hons.) Agriculture,UG,agriculture,4 years,Vellore,on_campus,open_to_international,https://vit.ac.in/admissions/international/overview/,https://vit.ac.in/all-courses/ug/bschons-agriculture,,no,,bsc-agriculture,Confirmed on VIT official programme page for Vellore campus (https://vit.ac.in/all-courses/ug/bschons-agriculture). Admission via VITEEE/VITMEE/VITBEE/VITLEE/B.Des-B.Arch route; NRI/Foreign application route runs alongside domestic counselling.
vellore-institute-of-technology,M.Tech. CAD/CAM,PG,mechanical-engineering,2 years,Vellore,on_campus,open_to_international,https://vit.ac.in/admissions/international/overview/,https://vit.ac.in/all-courses/pg/mtech-programmes,,no,,GAP:m-tech-cad-cam,Confirmed on VIT official programme page for Vellore campus (https://vit.ac.in/all-courses/pg/mtech-programmes). Admission via VITEEE/VITMEE/VITBEE/VITLEE/B.Des-B.Arch route; NRI/Foreign application route runs alongside domestic counselling.
vellore-institute-of-technology,M.Tech. Construction Technology and Management,PG,civil-engineering,2 years,Vellore,on_campus,open_to_international,https://vit.ac.in/admissions/international/overview/,https://vit.ac.in/all-courses/pg/mtech-programmes,,no,,GAP:m-tech-construction-technology-and-management,Confirmed on VIT official programme page for Vellore campus (https://vit.ac.in/all-courses/pg/mtech-programmes). Admission via VITEEE/VITMEE/VITBEE/VITLEE/B.Des-B.Arch route; NRI/Foreign application route runs alongside domestic counselling.
vellore-institute-of-technology,M.Tech. Control and Automation,PG,electrical-electronics-engineering,2 years,Vellore,on_campus,open_to_international,https://vit.ac.in/admissions/international/overview/,https://vit.ac.in/all-courses/pg/mtech-programmes,,no,,GAP:m-tech-control-and-automation,Confirmed on VIT official programme page for Vellore campus (https://vit.ac.in/all-courses/pg/mtech-programmes). Admission via VITEEE/VITMEE/VITBEE/VITLEE/B.Des-B.Arch route; NRI/Foreign application route runs alongside domestic counselling.
vellore-institute-of-technology,M.Tech. Mechatronics,PG,mechanical-engineering,2 years,Vellore,on_campus,open_to_international,https://vit.ac.in/admissions/international/overview/,https://vit.ac.in/all-courses/pg/mtech-programmes,,no,,GAP:m-tech-mechatronics,Confirmed on VIT official programme page for Vellore campus (https://vit.ac.in/all-courses/pg/mtech-programmes). Admission via VITEEE/VITMEE/VITBEE/VITLEE/B.Des-B.Arch route; NRI/Foreign application route runs alongside domestic counselling.
vellore-institute-of-technology,M.Tech. Power Electronics and Drives,PG,electrical-electronics-engineering,2 years,Vellore,on_campus,open_to_international,https://vit.ac.in/admissions/international/overview/,https://vit.ac.in/all-courses/pg/mtech-programmes,,no,,GAP:m-tech-power-electronics-and-drives,Confirmed on VIT official programme page for Vellore campus (https://vit.ac.in/all-courses/pg/mtech-programmes). Admission via VITEEE/VITMEE/VITBEE/VITLEE/B.Des-B.Arch route; NRI/Foreign application route runs alongside domestic counselling.
vellore-institute-of-technology,M.Tech. Structural Engineering,PG,civil-engineering,2 years,Vellore,on_campus,open_to_international,https://vit.ac.in/admissions/international/overview/,https://vit.ac.in/all-courses/pg/mtech-programmes,,no,,GAP:m-tech-structural-engineering,Confirmed on VIT official programme page for Vellore campus (https://vit.ac.in/all-courses/pg/mtech-programmes). Admission via VITEEE/VITMEE/VITBEE/VITLEE/B.Des-B.Arch route; NRI/Foreign application route runs alongside domestic counselling.
vellore-institute-of-technology,M.Tech. Automotive Electronics,PG,electronics-communication-engineering,2 years,Vellore,on_campus,open_to_international,https://vit.ac.in/admissions/international/overview/,https://vit.ac.in/all-courses/pg/mtech-programmes,,no,,GAP:m-tech-automotive-electronics,Confirmed on VIT official programme page for Vellore campus (https://vit.ac.in/all-courses/pg/mtech-programmes). Admission via VITEEE/VITMEE/VITBEE/VITLEE/B.Des-B.Arch route; NRI/Foreign application route runs alongside domestic counselling.
vellore-institute-of-technology,M.Tech. Smart Mobility,PG,mechanical-engineering,2 years,Vellore,on_campus,open_to_international,https://vit.ac.in/admissions/international/overview/,https://vit.ac.in/all-courses/pg/mtech-programmes,,no,,GAP:m-tech-smart-mobility,Confirmed on VIT official programme page for Vellore campus (https://vit.ac.in/all-courses/pg/mtech-programmes). Admission via VITEEE/VITMEE/VITBEE/VITLEE/B.Des-B.Arch route; NRI/Foreign application route runs alongside domestic counselling.
vellore-institute-of-technology,M.Tech. Biotechnology,PG,biotechnology,2 years,Vellore,on_campus,open_to_international,https://vit.ac.in/admissions/international/overview/,https://vit.ac.in/all-courses/pg/mtech-programmes,,no,,msc-biological-sciences,Confirmed on VIT official programme page for Vellore campus (https://vit.ac.in/all-courses/pg/mtech-programmes). Admission via VITEEE/VITMEE/VITBEE/VITLEE/B.Des-B.Arch route; NRI/Foreign application route runs alongside domestic counselling.
vellore-institute-of-technology,M.Tech. Smart Manufacturing,PG,mechanical-engineering,2 years,Vellore,on_campus,open_to_international,https://vit.ac.in/admissions/international/overview/,https://vit.ac.in/all-courses/pg/mtech-programmes,,no,,GAP:m-tech-smart-manufacturing,Confirmed on VIT official programme page for Vellore campus (https://vit.ac.in/all-courses/pg/mtech-programmes). Admission via VITEEE/VITMEE/VITBEE/VITLEE/B.Des-B.Arch route; NRI/Foreign application route runs alongside domestic counselling.
vellore-institute-of-technology,Master of Computer Applications (MCA),PG,computer-science,2 years,Vellore,on_campus,open_to_international,https://vit.ac.in/admissions/international/overview/,https://vit.ac.in/all-courses/pg/master-of-computer-application,,no,,GAP:master-of-computer-applications-mca,Confirmed on VIT official programme page for Vellore campus (https://vit.ac.in/all-courses/pg/master-of-computer-application). Admission via VITEEE/VITMEE/VITBEE/VITLEE/B.Des-B.Arch route; NRI/Foreign application route runs alongside domestic counselling.
vellore-institute-of-technology,M.Sc. Data Science,PG,data-science,2 years,Vellore,on_campus,open_to_international,https://vit.ac.in/admissions/international/overview/,https://vit.ac.in/all-courses/pg/mscprogrammes,,yes,vit-vellore-msc-data-science,msc-data-science,Confirmed on VIT official programme page for Vellore campus (https://vit.ac.in/all-courses/pg/mscprogrammes). Admission via VITEEE/VITMEE/VITBEE/VITLEE/B.Des-B.Arch route; NRI/Foreign application route runs alongside domestic counselling.
vellore-institute-of-technology,M.Sc. Artificial Intelligence & Machine Learning,PG,artificial-intelligence-machine-learning,2 years,Vellore,on_campus,open_to_international,https://vit.ac.in/admissions/international/overview/,https://vit.ac.in/all-courses/pg/mscprogrammes,,no,,be-btech-artificial-intelligence-machine-learning,Confirmed on VIT official programme page for Vellore campus (https://vit.ac.in/all-courses/pg/mscprogrammes). Admission via VITEEE/VITMEE/VITBEE/VITLEE/B.Des-B.Arch route; NRI/Foreign application route runs alongside domestic counselling.
vellore-institute-of-technology,M.Des. Industrial Design,PG,design,2 years,Vellore,on_campus,open_to_international,https://vit.ac.in/admissions/international/overview/,https://vit.ac.in/all-courses/pg/mdesindustrial-design,,no,,mdes,Confirmed on VIT official programme page for Vellore campus (https://vit.ac.in/all-courses/pg/mdesindustrial-design). Admission via VITEEE/VITMEE/VITBEE/VITLEE/B.Des-B.Arch route; NRI/Foreign application route runs alongside domestic counselling.
vellore-institute-of-technology,M.Arch.,PG,architecture,2 years,Vellore,on_campus,open_to_international,https://vit.ac.in/admissions/international/overview/,https://vit.ac.in/all-courses/pg/master-of-architecture,,no,,GAP:m-arch,Confirmed on VIT official programme page for Vellore campus (https://vit.ac.in/all-courses/pg/master-of-architecture). Admission via VITEEE/VITMEE/VITBEE/VITLEE/B.Des-B.Arch route; NRI/Foreign application route runs alongside domestic counselling.
vellore-institute-of-technology,MBA,PG,business-administration,2 years,Vellore,on_campus,open_to_international,https://vit.ac.in/admissions/international/overview/,https://vit.ac.in/all-courses/pg/master-of-business-administration,,yes,vit-vellore-mba,mba,Confirmed on VIT official programme page for Vellore campus (https://vit.ac.in/all-courses/pg/master-of-business-administration). Admission via VITEEE/VITMEE/VITBEE/VITLEE/B.Des-B.Arch route; NRI/Foreign application route runs alongside domestic counselling.
vellore-institute-of-technology,Integrated M.Tech. Computer Science and Engineering (in collaboration with Virtusa),Integrated,computer-science-engineering,5 years,Vellore,on_campus,open_to_international,https://vit.ac.in/admissions/international/overview/,https://vit.ac.in/all-courses/pg/integrated-mtech-programmes,,no,,GAP:integrated-m-tech-computer-science-and-engineering-in-collab,Confirmed on VIT official programme page for Vellore campus (https://vit.ac.in/all-courses/pg/integrated-mtech-programmes). Admission via VITEEE/VITMEE/VITBEE/VITLEE/B.Des-B.Arch route; NRI/Foreign application route runs alongside domestic counselling.
vellore-institute-of-technology,Integrated M.Tech. Computer Science and Engineering (Data Science),Integrated,data-science,5 years,Vellore,on_campus,open_to_international,https://vit.ac.in/admissions/international/overview/,https://vit.ac.in/all-courses/pg/integrated-mtech-programmes,,no,,msc-data-science,Confirmed on VIT official programme page for Vellore campus (https://vit.ac.in/all-courses/pg/integrated-mtech-programmes). Admission via VITEEE/VITMEE/VITBEE/VITLEE/B.Des-B.Arch route; NRI/Foreign application route runs alongside domestic counselling.
vellore-institute-of-technology,Integrated M.Tech. Software Engineering,Integrated,software-engineering,5 years,Vellore,on_campus,open_to_international,https://vit.ac.in/admissions/international/overview/,https://vit.ac.in/all-courses/pg/integrated-mtech-programmes,,no,,be-btech-software-engineering,Confirmed on VIT official programme page for Vellore campus (https://vit.ac.in/all-courses/pg/integrated-mtech-programmes). Admission via VITEEE/VITMEE/VITBEE/VITLEE/B.Des-B.Arch route; NRI/Foreign application route runs alongside domestic counselling.
vellore-institute-of-technology,Integrated M.Tech. Artificial Intelligence,Integrated,artificial-intelligence-machine-learning,5 years,Vellore,on_campus,open_to_international,https://vit.ac.in/admissions/international/overview/,https://vit.ac.in/all-courses/pg/integrated-mtech-programmes,,no,,GAP:integrated-m-tech-artificial-intelligence,Confirmed on VIT official programme page for Vellore campus (https://vit.ac.in/all-courses/pg/integrated-mtech-programmes). Admission via VITEEE/VITMEE/VITBEE/VITLEE/B.Des-B.Arch route; NRI/Foreign application route runs alongside domestic counselling.
vellore-institute-of-technology,Integrated M.Tech. Computer Science and Engineering (Cyber Security),Integrated,computer-science-engineering,5 years,Vellore,on_campus,open_to_international,https://vit.ac.in/admissions/international/overview/,https://vit.ac.in/all-courses/pg/integrated-mtech-programmes,,no,,GAP:integrated-m-tech-computer-science-and-engineering-cyber-sec,Confirmed on VIT official programme page for Vellore campus (https://vit.ac.in/all-courses/pg/integrated-mtech-programmes). Admission via VITEEE/VITMEE/VITBEE/VITLEE/B.Des-B.Arch route; NRI/Foreign application route runs alongside domestic counselling.
vellore-institute-of-technology,Integrated M.Tech. Computer Science and Engineering (Computational and Data Science),Integrated,computer-science-engineering,5 years,Vellore,on_campus,open_to_international,https://vit.ac.in/admissions/international/overview/,https://vit.ac.in/all-courses/pg/integrated-mtech-programmes,,no,,msc-data-science,Confirmed on VIT official programme page for Vellore campus (https://vit.ac.in/all-courses/pg/integrated-mtech-programmes). Admission via VITEEE/VITMEE/VITBEE/VITLEE/B.Des-B.Arch route; NRI/Foreign application route runs alongside domestic counselling.
vellore-institute-of-technology,Integrated M.Tech. AI and Bioinformatics,Integrated,artificial-intelligence-machine-learning,5 years,Vellore,on_campus,open_to_international,https://vit.ac.in/admissions/international/overview/,https://vit.ac.in/all-courses/pg/integrated-mtech-programmes,,no,,GAP:integrated-m-tech-ai-and-bioinformatics,Confirmed on VIT official programme page for Vellore campus (https://vit.ac.in/all-courses/pg/integrated-mtech-programmes). Admission via VITEEE/VITMEE/VITBEE/VITLEE/B.Des-B.Arch route; NRI/Foreign application route runs alongside domestic counselling.
vellore-institute-of-technology,Integrated M.Sc. Data Science (with exit B.Sc. Data Science),Integrated,data-science,5 years,Vellore,on_campus,open_to_international,https://vit.ac.in/admissions/international/overview/,https://vit.ac.in/all-courses/pg/integrated-msc,,no,,msc-data-science,Confirmed on VIT official programme page for Vellore campus (https://vit.ac.in/all-courses/pg/integrated-msc). Admission via VITEEE/VITMEE/VITBEE/VITLEE/B.Des-B.Arch route; NRI/Foreign application route runs alongside domestic counselling.
